sample-id	sample_type	sample	genotype	species	resistance	local_sep	SampleID
S23-16S-Root-endo-16S	RE	BESC103 corv #12 	BESC103	P. trichocarpa	trichocarpa - susceptible	7.217839796	S23
S23-16S-Rhizo	RH	BESC103 corv #12 	BESC103	P. trichocarpa	trichocarpa - susceptible	81.91792962	S23
S25-16S-Leaf-Endo	LE	BESC148 corv #5	BESC148	P. trichocarpa	trichocarpa - susceptible	5.476572083	S25
S25-16S-Root-endo-16S	RE	BESC148 corv #5	BESC148	P. trichocarpa	trichocarpa - susceptible	0.821510087	S25
S25-16S-Rhizo	RH	BESC148 corv #5	BESC148	P. trichocarpa	trichocarpa - susceptible	39.4814872	S25
S31-16S-Leaf-Endo	LE	BESC801 #44	BESC801	P. trichocarpa	trichocarpa - susceptible	5.241683305	S31
S31-16S-Leaf-Endo-redo	LE	BESC801 #44	BESC801	P. trichocarpa	trichocarpa - susceptible	5.241683305	S31
S31-16S-Root-endo-16S	RE	BESC801 #44	BESC801	P. trichocarpa	trichocarpa - susceptible	0.504228399	S31
S31-16S-Rhizo	RH	BESC801 #44	BESC801	P. trichocarpa	trichocarpa - susceptible	26.76161624	S31
S33-16S-Leaf-Endo-redo	LE	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	12.12225729	S33
S33-16S-Leaf-wash-redo	LW	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	17.19803071	S33
S33-16S-Leafwash-16S_run3	LW	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	17.19803071	S33
S33-16S-Leafwash-Endo-Endo	LW	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	17.19803071	S33
S33-16S-Root-endo-16S	RE	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	1.719918985	S33
S33-16S-Rhizo	RH	BESC71 #48	BESC71	P. trichocarpa	trichocarpa - susceptible	66.5951607	S33
S34-16S-Leaf-Endo	LE	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	11.43580689	S34
S34-16S-Leaf-wash-run2	LW	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	19.04471345	S34
S34-16S-Leafwash-16S_run3	LW	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	19.04471345	S34
S34-16S-Leafwash-Endo-Endo	LW	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	19.04471345	S34
S34-16S-Root-endo-16S	RE	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	4.805359442	S34
S34-16S-Rhizo	RH	BESC71 corv #17	BESC71	P. trichocarpa	trichocarpa - susceptible	33.46580342	S34
S35-16S-Root-endo-16S	RE	BESC103 #41	BESC103	P. trichocarpa	trichocarpa - susceptible	0.417160944	S35
S35-16S-Root-endo-redo	RE	BESC103 #41	BESC103	P. trichocarpa	trichocarpa - susceptible	0.417160944	S35
S35-16S-Rhizo	RH	BESC103 #41	BESC103	P. trichocarpa	trichocarpa - susceptible	90.59949051	S35
S36-16S-Root-endo-16S	RE	BESC103 corv #14	BESC103	P. trichocarpa	trichocarpa - susceptible	2.761777848	S36
S36-16S-Rhizo	RH	BESC103 corv #14	BESC103	P. trichocarpa	trichocarpa - susceptible	173.9900884	S36
S43-16S-Leaf-Endo	LE	BESC148 #5	BESC148	P. trichocarpa	trichocarpa - susceptible	12.91998981	S43
S43-16S-Leaf-Endo-redo	LE	BESC148 #5	BESC148	P. trichocarpa	trichocarpa - susceptible	12.91998981	S43
S43-16S-Leafwash-Endo-Endo	LW	BESC148 #5	BESC148	P. trichocarpa	trichocarpa - susceptible	42.98351042	S43
S43-16S-Root-endo-16S	RE	BESC148 #5	BESC148	P. trichocarpa	trichocarpa - susceptible	0.31275066	S43
S43-16S-Rhizo	RH	BESC148 #5	BESC148	P. trichocarpa	trichocarpa - susceptible	74.75965836	S43
S44-16S-Leaf-Endo	LE	BESC148 #11	BESC148	P. trichocarpa	trichocarpa - susceptible	39.58330549	S44
S44-16S-Leafwash-Endo-Endo	LW	BESC148 #11	BESC148	P. trichocarpa	trichocarpa - susceptible	9.00331614	S44
S44-16S-Root-endo-16S	RE	BESC148 #11	BESC148	P. trichocarpa	trichocarpa - susceptible	2.312505046	S44
S44-16S-Rhizo	RH	BESC148 #11	BESC148	P. trichocarpa	trichocarpa - susceptible	77.33514008	S44
S45-16S-Leaf-Endo	LE	BESC148 #22	BESC148	P. trichocarpa	trichocarpa - susceptible	4.731483311	S45
S45-16S-Leafwash-Endo-Endo	LW	BESC148 #22	BESC148	P. trichocarpa	trichocarpa - susceptible	5.222910772	S45
S45-16S-Root-endo-16S	RE	BESC148 #22	BESC148	P. trichocarpa	trichocarpa - susceptible	1.283638594	S45
S45-16S-Rhizo	RH	BESC148 #22	BESC148	P. trichocarpa	trichocarpa - susceptible	193.9790415	S45
S5-16S-Leaf-Endo	LE	BESC801 corv #2	BESC801	P. trichocarpa	trichocarpa - susceptible	21.84208036	S5
S5-16S-Root-endo-16S	RE	BESC801 corv #2	BESC801	P. trichocarpa	trichocarpa - susceptible	6.54056467	S5
S5-16S-Rhizo	RH	BESC801 corv #2	BESC801	P. trichocarpa	trichocarpa - susceptible	26.77823335	S5
S50-16S-Leaf-Endo	LE	BESC801#1	BESC801	P. trichocarpa	trichocarpa - susceptible	6.367307793	S50
S50-16S-Leafwash-Endo-Endo	LW	BESC801#1	BESC801	P. trichocarpa	trichocarpa - susceptible	57.32803007	S50
S50-16S-Root-endo-16S	RE	BESC801#1	BESC801	P. trichocarpa	trichocarpa - susceptible	0.74454255	S50
S50-16S-Rhizo	RH	BESC801#1	BESC801	P. trichocarpa	trichocarpa - susceptible	132.3378604	S50
S51-16S-Leaf-Endo	LE	BESC801 corv #7	BESC801	P. trichocarpa	trichocarpa - susceptible	70.018813	S51
S51-16S-Leaf-Endo-redo	LE	BESC801 corv #7	BESC801	P. trichocarpa	trichocarpa - susceptible	70.018813	S51
S51-16S-Leafwash-Endo-Endo	LW	BESC801 corv #7	BESC801	P. trichocarpa	trichocarpa - susceptible	1.354259241	S51
S51-16S-Root-endo-redo	RE	BESC801 corv #7	BESC801	P. trichocarpa	trichocarpa - susceptible	0.457957677	S51
S51-16S-Rhizo	RH	BESC801 corv #7	BESC801	P. trichocarpa	trichocarpa - susceptible	1255.018296	S51
S52-16S-Leaf-Endo	LE	BESC71 #3	BESC71	P. trichocarpa	trichocarpa - susceptible		S52
S52-16S-Leaf-Endo-redo	LE	BESC71 #3	BESC71	P. trichocarpa	trichocarpa - susceptible		S52
S52-16S-Leafwash-Endo-Endo	LW	BESC71 #3	BESC71	P. trichocarpa	trichocarpa - susceptible	6.193829546	S52
S52-16S-Root-endo-16S	RE	BESC71 #3	BESC71	P. trichocarpa	trichocarpa - susceptible	0.420181647	S52
S52-16S-Rhizo	RH	BESC71 #3	BESC71	P. trichocarpa	trichocarpa - susceptible	607.2633801	S52
S53-16S-Leaf-Endo	LE	BESC71 corv #14	BESC71	P. trichocarpa	trichocarpa - susceptible	0.891551239	S53
S53-16S-Leaf-Endo-redo	LE	BESC71 corv #14	BESC71	P. trichocarpa	trichocarpa - susceptible	0.891551239	S53
S53-16S-Leafwash-Endo-Endo	LW	BESC71 corv #14	BESC71	P. trichocarpa	trichocarpa - susceptible	5.701177751	S53
S53-16S-Root-endo-16S	RE	BESC71 corv #14	BESC71	P. trichocarpa	trichocarpa - susceptible	1.476303304	S53
S53-16S-Rhizo	RH	BESC71 corv #14	BESC71	P. trichocarpa	trichocarpa - susceptible	190.076982	S53
S54-16S-Leaf-Endo	LE	BESC103 #5	BESC103	P. trichocarpa	trichocarpa - susceptible	8.396420294	S54
S54-16S-Leafwash-Endo-Endo	LW	BESC103 #5	BESC103	P. trichocarpa	trichocarpa - susceptible	5.220935389	S54
S54-16S-Root-endo-16S	RE	BESC103 #5	BESC103	P. trichocarpa	trichocarpa - susceptible	3.597335878	S54
S54-16S-Rhizo	RH	BESC103 #5	BESC103	P. trichocarpa	trichocarpa - susceptible	26.16544622	S54
S55-16S-Leaf-Endo	LE	BESC103 corv #3	BESC103	P. trichocarpa	trichocarpa - susceptible	3.243991698	S55
S55-16S-Leafwash-Endo-Endo	LW	BESC103 corv #3	BESC103	P. trichocarpa	trichocarpa - susceptible	1.452970301	S55
S55-16S-Root-endo-16S	RE	BESC103 corv #3	BESC103	P. trichocarpa	trichocarpa - susceptible	2.637791409	S55
S55-16S-Rhizo	RH	BESC103 corv #3	BESC103	P. trichocarpa	trichocarpa - susceptible	16.5593448	S55
S57-16S-Leaf-Endo	LE	BESC148 corv #1	BESC148	P. trichocarpa	trichocarpa - susceptible	7.53260633	S57
S57-16S-Leaf-wash-redo	LW	BESC148 corv #1	BESC148	P. trichocarpa	trichocarpa - susceptible	14.83756551	S57
S57-16S-Leafwash-16S_run3	LW	BESC148 corv #1	BESC148	P. trichocarpa	trichocarpa - susceptible	14.83756551	S57
S57-16S-Root-endo-16S	RE	BESC148 corv #1	BESC148	P. trichocarpa	trichocarpa - susceptible	3.75190003	S57
S57-16S-Rhizo	RH	BESC148 corv #1	BESC148	P. trichocarpa	trichocarpa - susceptible	130.3535452	S57
S58-16S-Leaf-Endo	LE	BESC148 corv #7	BESC148	P. trichocarpa	trichocarpa - susceptible	19.46842877	S58
S58-16S-Leafwash-Endo-Endo	LW	BESC148 corv #7	BESC148	P. trichocarpa	trichocarpa - susceptible	8.844634204	S58
S58-16S-Root-endo-16S	RE	BESC148 corv #7	BESC148	P. trichocarpa	trichocarpa - susceptible	5.977344068	S58
S58-16S-Rhizo	RH	BESC148 corv #7	BESC148	P. trichocarpa	trichocarpa - susceptible	110.7224996	S58
S6-16S-Leaf-Endo	LE	BESC71 #9	BESC71	P. trichocarpa	trichocarpa - susceptible	21.38730864	S6
S6-16S-Leafwash-16S_run3	LW	BESC71 #9	BESC71	P. trichocarpa	trichocarpa - susceptible	4.906092163	S6
S6-16S-Leafwash-Endo-Endo	LW	BESC71 #9	BESC71	P. trichocarpa	trichocarpa - susceptible	4.906092163	S6
S6-16S-Root-endo-16S	RE	BESC71 #9	BESC71	P. trichocarpa	trichocarpa - susceptible	3.305247637	S6
S6-16S-Rhizo	RH	BESC71 #9	BESC71	P. trichocarpa	trichocarpa - susceptible	6.078145662	S6
S64-16S-Leaf-Endo	LE	BESC801 #29	BESC801	P. trichocarpa	trichocarpa - susceptible	8.814614948	S64
S64-16S-Leaf-wash-redo	LW	BESC801 #29	BESC801	P. trichocarpa	trichocarpa - susceptible	7.329979582	S64
S64-16S-Root-endo-16S	RE	BESC801 #29	BESC801	P. trichocarpa	trichocarpa - susceptible	13.56623864	S64
S64-16S-Rhizo	RH	BESC801 #29	BESC801	P. trichocarpa	trichocarpa - susceptible	46.86017608	S64
S65-16S-Leaf-Endo	LE	BESC801 corv #14	BESC801	P. trichocarpa	trichocarpa - susceptible	3.578332737	S65
S65-16S-Leaf-wash-redo	LW	BESC801 corv #14	BESC801	P. trichocarpa	trichocarpa - susceptible	6.698374739	S65
S65-16S-Leafwash-Endo-Endo	LW	BESC801 corv #14	BESC801	P. trichocarpa	trichocarpa - susceptible	6.698374739	S65
S65-16S-Root-endo-16S	RE	BESC801 corv #14	BESC801	P. trichocarpa	trichocarpa - susceptible	2.153375154	S65
S65-16S-Rhizo	RH	BESC801 corv #14	BESC801	P. trichocarpa	trichocarpa - susceptible	153.8003176	S65
S66-16S-Leaf-Endo	LE	BESC71 #21	BESC71	P. trichocarpa	trichocarpa - susceptible	21.29769698	S66
S66-16S-Leaf-wash-redo	LW	BESC71 #21	BESC71	P. trichocarpa	trichocarpa - susceptible	1.987570728	S66
S66-16S-Leafwash-Endo-Endo	LW	BESC71 #21	BESC71	P. trichocarpa	trichocarpa - susceptible	1.987570728	S66
S66-16S-Root-endo-16S	RE	BESC71 #21	BESC71	P. trichocarpa	trichocarpa - susceptible	10.69260092	S66
S66-16S-Rhizo	RH	BESC71 #21	BESC71	P. trichocarpa	trichocarpa - susceptible	493.6828887	S66
S67-16S-Leaf-Endo-redo	LE	BESC71 corv #7	BESC71	P. trichocarpa	trichocarpa - susceptible	4.535637776	S67
S67-16S-Leafwash-Endo-Endo	LW	BESC71 corv #7	BESC71	P. trichocarpa	trichocarpa - susceptible	2.747587228	S67
S67-16S-Root-endo-16S	RE	BESC71 corv #7	BESC71	P. trichocarpa	trichocarpa - susceptible	25.1872647	S67
S67-16S-Rhizo	RH	BESC71 corv #7	BESC71	P. trichocarpa	trichocarpa - susceptible	1061.607834	S67
S68-16S-Leaf-Endo-redo	LE	BESC103 #27	BESC103	P. trichocarpa	trichocarpa - susceptible	7.133589957	S68
S68-16S-Leafwash-Endo-Endo	LW	BESC103 #27	BESC103	P. trichocarpa	trichocarpa - susceptible	2450.529284	S68
S68-16S-Root-endo-16S	RE	BESC103 #27	BESC103	P. trichocarpa	trichocarpa - susceptible	2.255570775	S68
S68-16S-Rhizo	RH	BESC103 #27	BESC103	P. trichocarpa	trichocarpa - susceptible	827.5580012	S68
S69-16S-Leaf-Endo	LE	BESC103 corv #9 	BESC103	P. trichocarpa	trichocarpa - susceptible	2.352673619	S69
S69-16S-Leaf-Endo-redo	LE	BESC103 corv #9 	BESC103	P. trichocarpa	trichocarpa - susceptible	2.352673619	S69
S69-16S-Leafwash-Endo-Endo	LW	BESC103 corv #9 	BESC103	P. trichocarpa	trichocarpa - susceptible	2677.41949	S69
S69-16S-Root-endo-16S	RE	BESC103 corv #9 	BESC103	P. trichocarpa	trichocarpa - susceptible	2.396313546	S69
S69-16S-Rhizo	RH	BESC103 corv #9 	BESC103	P. trichocarpa	trichocarpa - susceptible	1930.956426	S69
S7-16S-Leaf-Endo	LE	BESC71 corv #5	BESC71	P. trichocarpa	trichocarpa - susceptible		S7
S7-16S-Root-endo-16S	RE	BESC71 corv #5	BESC71	P. trichocarpa	trichocarpa - susceptible	0.474116149	S7
S7-16S-Rhizo	RH	BESC71 corv #5	BESC71	P. trichocarpa	trichocarpa - susceptible	6.119711715	S7
S71-16S-Leaf-Endo	LE	BESC148 corv #9	BESC148	P. trichocarpa	trichocarpa - susceptible	10.83159735	S71
S71-16S-Leaf-Endo-redo	LE	BESC148 corv #9	BESC148	P. trichocarpa	trichocarpa - susceptible	10.83159735	S71
S71-16S-Leafwash-Endo-Endo	LW	BESC148 corv #9	BESC148	P. trichocarpa	trichocarpa - susceptible	2.152689115	S71
S71-16S-Root-endo-16S	RE	BESC148 corv #9	BESC148	P. trichocarpa	trichocarpa - susceptible	3.028620614	S71
S71-16S-Rhizo	RH	BESC148 corv #9	BESC148	P. trichocarpa	trichocarpa - susceptible	25.09702321	S71
S76-16S-Leaf-Endo	LE	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	4.503068624	S76
S76-16S-Leaf-Endo-redo	LE	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	4.503068624	S76
S76-16S-Leafwash-Endo-Endo	LW	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	2.331930472	S76
S76-16S-Root-endo-16S	RE	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	97.38256256	S76
S76-16S-Root-endo-redo	RE	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	97.38256256	S76
S76-16S-Rhizo	RH	BESC148 #8	BESC148	P. trichocarpa	trichocarpa - susceptible	311.1391896	S76
S8-16S-Leaf-Endo	LE	BESC103 #7	BESC103	P. trichocarpa	trichocarpa - susceptible	114.3015045	S8
S8-16S-Root-endo-16S	RE	BESC103 #7	BESC103	P. trichocarpa	trichocarpa - susceptible	6.624699259	S8
S8-16S-Rhizo	RH	BESC103 #7	BESC103	P. trichocarpa	trichocarpa - susceptible	168.4698453	S8
S9-16S-Leaf-Endo	LE	BESC103 corv #6	BESC103	P. trichocarpa	trichocarpa - susceptible	12.11273681	S9
S9-16S-Rhizo	RH	BESC103 corv #6	BESC103	P. trichocarpa	trichocarpa - susceptible	18.4433423	S9
